Provider Approval Number,Service Approval Number,Legal Name,Trading Name,Address,Suburb,State,Postcode,Date Approval Granted,Conditions
PR-00002624,,Robert I Fernandez Pty Ltd ATF Moira B Ferndandez Family Trust,,PO BOX 8730,CARRUM DOWNS,VIC,3201,29-12-2011,
PR-00002625,,Sacred Heart School OSHC,,Winifred Street,ST ALBANS,VIC,3021,29-12-2011,
PR-00002626,,St Paul's Catholic Primary School,,59 Moores Rd,MONBULK,VIC,3793,29-12-2011,
PR-00002627,,The Lake Primary School,,PO Box 62,CABARITA,VIC,3505,29-12-2011,
PR-00002630,,Wallan Primary School - School Council,,46 -48 Queen St,WALLAN,VIC,3756,29-12-2011,
PR-00002631,,St Macartan's Primary School OSHC,,97 Bungower Road,MORNINGTON,VIC,3931,29-12-2011,
PR-00002632,,Osborne Primary School Council,,120 Craigie Road,MOUNT MARTHA,VIC,3934,29-12-2011,
PR-00002635,,Yarrawonga College P-12 School Council,,"Yarrawonga College P-12, 8 Gilmore St",YARRAWONGA,VIC,3730,29-12-2011,
PR-00002636,,Darnum Primary School Council,,6 Graham Street,DARNUM,VIC,3822,29-12-2011,
PR-00002637,,Churchill North Primary School Council,,PO Box 112,CHURCHILL,VIC,3842,29-12-2011,
PR-00002639,,Willow Grove Primary School Council,,"Willow Grove Primary School, 39-45 Moe-Willow Grove Gr",WILLOW GROVE,VIC,3825,29-12-2011,
PR-00002641,,St Georges Rd Primary School,,120 St Georges Road,SHEPPARTON,VIC,3630,29-12-2011,
PR-00002643,,Mackellar Primary School,,29 - 35 Goldsmith Avenue,DELAHEY,VIC,3037,29-12-2011,
PR-00002644,,Yarram Primary School Council,,Wesley Street,YARRAM,VIC,3971,29-12-2011,
PR-00002645,,Early Learners School Inc,,PO Box 412,NEWPORT,VIC,3015,29-12-2011,
PR-00002646,,Athol Road Primary School Council,,159-167 Athol Road,SPRINGVALE SOUTH,VIC,3172,29-12-2011,
PR-00002647,,Neerim South Primary School Council,,180 Main Road,NEERIM SOUTH,VIC,3831,29-12-2011,
PR-00002648,,Patterson Lakes Primary School Council Out of School Hours Care,,130-148 Gladesville Boulevard,PATTERSON LAKES,VIC,3197,29-12-2011,
PR-00002650,,Cowes Primary School Council,,159-203 Settlement Road,COWES,VIC,3922,29-12-2011,
PR-00002651,,Wonthaggi Primary School Council,,18 Billson Street,WONTHAGGI,VIC,3995,29-12-2011,
PR-00002652,,Warragul Primary School Council,,PO Box 355,WARRAGUL,VIC,3820,29-12-2011,
PR-00002655,,Valkstone Primary School Council,,PO Box 101,BENTLEIGH EAST,VIC,3165,29-12-2011,
PR-00002656,,Altona Green Primary School,,230 Victoria Street,ALTONA MEADOWS,VIC,3028,29-12-2011,
PR-00002657,,Sacred Heart School,,69-75 Hogan Street,TATURA,VIC,3616,29-12-2011,
PR-00002661,,World 4 Kids Pty Ltd ATF World 4 Kids Trust,,PO Box 343,NIDDRIE,VIC,3042,29-12-2011,
PR-00002662,,Ardeer Primary School,,84 - 114 Suspension Street,ARDEER,VIC,3022,29-12-2011,
PR-00002664,,Bass Coast Health,,"San Remo Community Health, 1 Back Beach Rd",SAN REMO,VIC,3925,29-12-2011,
PR-00002666,,Ms Jenny Davis,,76 High St,LANCEFIELD,VIC,3435,29-12-2011,
PR-00002667,,San Remo Primary School Council,,22 Bergin Grove,SAN REMO,VIC,3925,29-12-2011,
PR-00002668,,Dandenong Day Nursery Inc- Dandenong Family Day Care,,PO Box 2305,DANDENONG NORTH,VIC,3175,29-12-2011,
PR-00002671,,Warragul North Primary School Council,,PO Box 354,WARRAGUL,VIC,3820,29-12-2011,
PR-00002672,,Newhaven Primary School Council,,12-22 School Avenue,NEWHAVEN,VIC,3925,29-12-2011,
PR-00002673,,Lockwood South Primary School,,710 Calder Alternate Highway,LOCKWOOD SOUTH,VIC,3551,29-12-2011,
PR-00002674,,Pender's Grove Primary School Council,,370 Victoria Road,THORNBURY,VIC,3071,29-12-2011,
PR-00002676,,Baw Baw Shire,,PO Box 304,WARRAGUL,VIC,3820,29-12-2011,
PR-00002679,,St Mary of the Assumption Catholic Church Keilor Downs/Kealba,,"Kealba Cath Primary School, 230-240 Sunshine Ave",KEALBA,VIC,3021,29-12-2011,
PR-00002680,,Yarraville West Primary School,,"Yarraville West Primary, 14-30 Powell St",YARRAVILLE,VIC,3013,29-12-2011,
PR-00002681,,"Marlborough Primary School, School Council",,1 Hardy Cres,HEATHMONT,VIC,3135,29-12-2011,
PR-00002682,,Pakenham Consolidated School,,"Pakenham Consolidated School, 2 Rundell Way",PAKENHAM,VIC,3810,29-12-2011,
PR-00002684,,Mount Waverley Primary School Council,,37-45 Park Lane,MOUNT WAVERLEY,VIC,3149,29-12-2011,
PR-00002685,,Korumburra Primary School Council,,Private Bag 1,KORUMBURRA,VIC,3950,29-12-2011,
PR-00002688,,V.I.P. Family Day Care Pty Ltd,,29-31 Industrial Ave,HOPPERS CROSSING,VIC,3029,29-12-2011,
PR-00002689,,Sunbury Community Health Centre Limited,,PO Box 218,SUNBURY,VIC,3429,29-12-2011,
PR-00002690,,Harkaway Primary School,,65-67 King Road,HARKAWAY,VIC,3806,29-12-2011,
PR-00002691,,BABY BELLS PTY LTD ATF BBCC Trust No.1,,"1A Fitzpatrick Drive,",ALTONA MEADOWS,VIC,3028,29-12-2011,
PR-00002692,,Rye Primary School Council,,PO Box 170,RYE,VIC,3941,29-12-2011,
PR-00002693,,Eltham East Primary School Council,,PO Box 396,ELTHAM,VIC,3095,29-12-2011,
PR-00002694,,Glen Katherine Primary School Council,,Calendonia Drive,ELTHAM NORTH,VIC,3095,29-12-2011,
PR-00002695,,St Kilians Primary School,,Havelock Street,BENDIGO,VIC,3550,29-12-2011,
PR-00002696,,Kyabram P-12 College,,PO Box 384,KYABRAM,VIC,3619,29-12-2011,
PR-00002697,,Hurstbridge Primary School OSHC,,Main Road,HURSTBRIDGE,VIC,3099,29-12-2011,
PR-00002698,,Cambridge Primary School,,PO Box 1063,WERRIBEE,VIC,3030,29-12-2011,
PR-00002699,,Ivanhoe Primary School Council,,"Ivanhoe Primary School, 124 Waterdale Rd",IVANHOE,VIC,3079,29-12-2011,
PR-00002701,,Watsonia North Primary School,,16 Sharpes Road,WATSONIA,VIC,3087,29-12-2011,
PR-00002702,,Russan PTY LTD,,20-24 Brewer Road,BENTLEIGH,VIC,3204,29-12-2011,
PR-00002703,,Mildura West Primary School Council,,Ninth Street,MILDURA,VIC,3500,29-12-2011,
PR-00002704,,Errol Street North Melbourne Primary School,,210 Errol Street,NORTH MELBOURNE,VIC,3051,29-12-2011,
PR-00002705,,Bendigo (Violet Street) Primary School,,PO BOX 316,BENDIGO,VIC,3550,29-12-2011,
PR-00002706,,Teddy Bear Family Day Care Pty Ltd,Teddy Bear Family Day Care,321-323 Barkly Street,FOOTSCRAY,VIC,3011,29-12-2011,
PR-00002707,,Kialla Central Primary School,,128 Central Kialla Road,KIALLA,VIC,3631,29-12-2011,
PR-00002708,,Toolamba Primary School School Council,,Wren Street,TOOLAMBA,VIC,3614,29-12-2011,
PR-00002709,,Kialla West Primary School OSHC,,7370 Goulburn Valley Highway,KIALLA WEST,VIC,3631,29-12-2011,
PR-00002710,,Reservoir West Primary School Council,,5A Carrington Road,RESERVOIR,VIC,3073,29-12-2011,
PR-00002712,,Oatlands Primary School,,79-93 Kurrajong Road,NARRE WARREN,VIC,3805,29-12-2011,
PR-00002713,,South West Training Services Pty Ltd,,PO Box 1294,WERRIBEE,VIC,3030,29-12-2011,
PR-00002714,,Greenhills Primary School Council,,Mine Street,GREENSBOROUGH,VIC,3088,29-12-2011,
PR-00002715,,Beveridge Primary School,,Arrowsmith Street,BEVERIDGE,VIC,3753,29-12-2011,
PR-00002716,,Yarraman Oaks Primary School,,27 Liege Avenue,NOBLE PARK,VIC,3174,29-12-2011,
PR-00002717,,Huntly Primary School,,101 Brunel St,HUNTLY,VIC,3551,29-12-2011,
PR-00002718,,Camp Hill Primary School - School Council,,Gaol Rd,BENDIGO,VIC,3550,29-12-2011,
PR-00002719,,Murchison Primary School,,PO Box 85,MURCHISON,VIC,3610,29-12-2011,
PR-00002720,,Seaholme Primary School,,PO Box 171,ALTONA,VIC,3018,29-12-2011,
PR-00002721,,Vivien Mahomet,,PO Box 383,ASCOT VALE,VIC,3032,29-12-2011,
PR-00002722,,Macleod College OSHC,,May Street,MACLEOD,VIC,3085,29-12-2011,
PR-00002723,,Melrose Primary School Combined OSHC,,25 Silva Drive,WODONGA,VIC,3690,29-12-2011,
PR-00002724,,Epping Views Primary School Council,,20 Mansfield Street,EPPING,VIC,3076,29-12-2011,
PR-00002725,,Bellbridge Primary School Council,,120 Bellbridge Drive,HOPPERS CROSSING,VIC,3029,29-12-2011,
PR-00002726,,Billanook College,,197-199 Cardigan Road,MOOROOLBARK,VIC,3138,29-12-2011,
PR-00002729,,Malvern Valley Primary School,,1a Abbotsford Ave,MALVERN EAST,VIC,3145,29-12-2011,
PR-00002731,,Westmeadows Primary School,,Riddell Street,WESTMEADOWS,VIC,3049,29-12-2011,
PR-00002732,,Pyalong Primary School,,10-14 Bourke St,PYALONG,VIC,3521,29-12-2011,
PR-00002734,,St James The Apostle Primary School,,Derrimut Road,HOPPERS CROSSING,VIC,3029,29-12-2011,
PR-00002737,,Ormond Primary School Out of School Hours Care,,PO Box 465,BENTLEIGH,VIC,3204,29-12-2011,
PR-00002738,,Herne Hill Primary School,,194 - 200 Church Street,GEELONG NORTH,VIC,3215,29-12-2011,
PR-00002741,,Red Cliffs Primary School Council,,PO Box 306,RED CLIFFS,VIC,3496,29-12-2011,
PR-00002743,,Koorlong Primary School Council,,C/O Koorlong Post Office,KOORLONG,VIC,3501,29-12-2011,
PR-00002744,,Warrandyte Primary School,,Forbes Street,WARRANDYTE,VIC,3113,29-12-2011,
PR-00002745,,Westgarth Primary School Council,,PO Box 59,NORTHCOTE,VIC,3070,29-12-2011,
PR-00002746,,Ivanhoe East Primary School Council,,Warncliffe Road,IVANHOE EAST,VIC,3079,29-12-2011,
PR-00002747,,T & L Childcare Pty Ltd,,6 Iris Court,DONCASTER EAST,VIC,3109,29-12-2011,
PR-00002748,,Maiden Gully Primary School,,Carolyn Way,MAIDEN GULLY,VIC,3551,29-12-2011,
PR-00002749,,Greensborough Primary School Council,,130 Grimshaw Street,GREENSBOROUGH,VIC,3088,29-12-2011,
PR-00002750,,Fr Des Dwyer,,345 Burwood Road,HAWTHORN,VIC,3122,29-12-2011,
PR-00002752,,Kinglake West Primary School,,1041 Whittlesea- Kinglake Rd,KINGLAKE WEST,VIC,3757,29-12-2011,
PR-00002754,,Kinglake Primary School,,McMahon's Rd,KINGLAKE,VIC,3763,29-12-2011,
PR-00002755,,Kangaroo Ground Primary School Council,,c/o Post Office,KANGAROO GROUND,VIC,3097,29-12-2011,
PR-00002757,,St Francis of the Fields Primary School,,46 Blucher St,STRATHFIELDSAYE,VIC,3551,29-12-2011,
PR-00002758,,St Josephs - Quarry Hill,,Gladstone St,QUARRY HILL,VIC,3550,29-12-2011,
PR-00002759,,Golden Square PS School Council,,6 Laurel St,GOLDEN SQUARE,VIC,3555,29-12-2011,
PR-00002761,,Mildura South Primary School Council,,593 Deakin Ave,MILDURA SOUTH,VIC,3500,29-12-2011,
PR-00002762,,Benalla East Primary School,,Avon St,BENALLA,VIC,3672,29-12-2011,
PR-00002763,,Diamond Creek East Primary School,,PO Box 33,DIAMOND CREEK,VIC,3089,29-12-2011,
PR-00002764,,Mount Macedon Primary School,,641 Mount Macedon Rd,MOUNT MACEDON,VIC,3441,29-12-2011,
PR-00002765,,Richmond Primary School,,Brighton Street,RICHMOND,VIC,3121,29-12-2011,
PR-00002766,,Mount Beauty Primary School Council,,PO Box 34,MOUNT BEAUTY,VIC,3699,29-12-2011,
PR-00002767,,Middle Kinglake Primary School,,69 Exton's Rd,KINGLAKE CENTRAL,VIC,3757,29-12-2011,
PR-00002768,,Mernda Primary School,,25 Everton Drive,MERNDA,VIC,3754,29-12-2011,
PR-00002769,,Upwey South Primary School Council,,PO Box 1158,UPWEY,VIC,3158,29-12-2011,
PR-00002771,,Park Orchards Primary School Council,,1-3 Bowmore Avenue,PARK ORCHARDS,VIC,3114,29-12-2011,
PR-00002772,,Riddells Creek Primary School,,PO Box 255,RIDDELLS CREEK,VIC,3431,29-12-2011,
PR-00002773,,Happy 'N' Friendly Family Day Care Pty Ltd,,91 Unitt St,MELTON,VIC,3337,29-12-2011,
PR-00002774,,Thomastown Meadows Primary School,,P.O. BOX 296,THOMASTOWN,VIC,3074,29-12-2011,
PR-00002775,,"Heany Park Primary School, School Council",,Buckingham Drive,ROWVILLE,VIC,3178,29-12-2011,
PR-00002777,,Bright P-12 College,,PO Box 30,BRIGHT,VIC,3741,29-12-2011,
PR-00002778,,Glenroy West Primary School Council,,P.O. Box 547,GLENROY,VIC,3046,29-12-2011,
PR-00002780,,Silverton Primary School Council,,77-123 Jackson Road,NOBLE PARK NORTH,VIC,3174,29-12-2011,
PR-00002781,,Mt Martha Primary School Council,,Glenisla Drive,MOUNT MARTHA,VIC,3934,29-12-2011,
PR-00002783,,Youth Leadership Victoria Inc,,83 The Boulevarde,DONCASTER,VIC,3108,29-12-2011,
PR-00002784,,Eltham North Primary School,,Wattletree Road,ELTHAM NORTH,VIC,3095,29-12-2011,
PR-00002785,,Merri Creek Primary School,,Miller Street,FITZROY NORTH,VIC,3068,29-12-2011,
PR-00002786,,Yarra Primary School,,Davison Street,RICHMOND,VIC,3121,29-12-2011,
PR-00002787,,Our Lady of Lourdes Primary School,,25 Orange Grove,BAYSWATER,VIC,3153,29-12-2011,
PR-00002788,,Mont Albert Primary School,,Barloa Road,MONT ALBERT,VIC,3127,29-12-2011,
PR-00002789,,Big Hill Primary School,,5644 Calder Highway,BIG HILL,VIC,3555,29-12-2011,
PR-00002790,,California Gully Primary School,,PO Box 88,CALIFORNIA GULLY,VIC,3556,29-12-2011,
PR-00002791,,Appin Park Primary School Council,,PO Box 227,WANGARATTA,VIC,3676,29-12-2011,
PR-00002792,,Wodonga South Primary School,,15 Cartwright Street,WODONGA,VIC,3690,29-12-2011,
PR-00002794,,Carraragarmungee Primary School,,1005 Wangaratta-Eldorado Road,LONDRIGAN,VIC,3678,29-12-2011,
PR-00002796,,Timbarra P-9 College,,PO Box 259,BERWICK,VIC,3806,29-12-2011,
PR-00002797,,Wodonga West Primary School Council,,Lawrence Street,WODONGA,VIC,3690,29-12-2011,
PR-00002798,,Altona Primary School Council,,PO Box 127,ALTONA,VIC,3018,29-12-2011,
PR-00002799,,Coburg North Primary School Council,,P.O. Box 196,PASCOE VALE SOUTH,VIC,3044,29-12-2011,
PR-00002800,,Oak Park Primary School,,Willett Avenue,OAK PARK,VIC,3046,29-12-2011,
PR-00002801,,Baranduda Primary School,,7 Verbena Street,BARANDUDA,VIC,3691,29-12-2011,
PR-00002803,,Viewbank Primary School,,1 Nevin Parade,VIEWBANK,VIC,3084,29-12-2011,
PR-00002805,,Thomas Chirnside Primary School,,85 Walls Road,WERRIBEE,VIC,3030,29-12-2011,
PR-00002806,,Bellbrae Primary School Council,,"Bellbrae Primary School, 50 School Rd",BELLBRAE,VIC,3228,29-12-2011,
PR-00002808,,Mossfiel Primary School,,Langridge Street,HOPPERS CROSSING,VIC,3029,29-12-2011,
PR-00002809,,Bandiana Primary School,,44 Leumeah Road,BANDIANA,VIC,3691,29-12-2011,
PR-00002810,,Gladstone Views Primary School Council,,Carrick Drive,GLADSTONE PARK,VIC,3043,29-12-2011,
PR-00002812,,Indigo North Health Inc.,,168 High street,RUTHERGLEN,VIC,3685,29-12-2011,
PR-00002813,,St John's Parish - Mitcham,,494 Whitehorse Road,MITCHAM,VIC,3132,29-12-2011,
PR-00002814,,Glenrowan Primary School,,40 Beaconsfield Parade,GLENROWAN,VIC,3675,29-12-2011,
PR-00002815,,Preston Primary School,,240 Tyler St,PRESTON,VIC,3072,29-12-2011,
PR-00002817,,St Bernard's Out of School Hours Care Inc,,36 Patterson Street,COBURG EAST,VIC,3058,29-12-2011,
PR-00002818,,St Mary's Catholic Church,,Po BOX 421,HASTINGS,VIC,3915,29-12-2011,
PR-00002819,,Kananook Primary Combined OSHC,,22 Wells Road,SEAFORD,VIC,3198,29-12-2011,
PR-00002820,,St Joseph's Primary School,,544 Balcombe Road,BLACK ROCK,VIC,3193,29-12-2011,
PR-00002821,,Weeden Heights Primary School,,"Weeden Heights Primary, 41-51 Weeden Drive, VERMON, Weeden Heights Primary",VERMONT SOUTH,VIC,3133,29-12-2011,
PR-00002822,,Old Orchard Primary School,,70 - 88 Koonung Road,BLACKBURN NORTH,VIC,3130,29-12-2011,
PR-00002823,,"Leopold Primary School, School Council.",,1 Kensington Road,LEOPOLD,VIC,3224,29-12-2011,
PR-00002824,,The Young Men's Christian Association of Geelong,,25 Riversdale Road,NEWTOWN,VIC,3220,29-12-2011,
PR-00002825,,Panton Hill Primary School Council,,585 Kangaroo Ground - St Andrews Road,PANTON HILL,VIC,3759,29-12-2011,
PR-00002826,,Brunswick East Primary School Council,,195a Stewart Street,BRUNSWICK EAST,VIC,3057,29-12-2011,
PR-00002827,,Macedon Primary School,,PO Box 181,MACEDON,VIC,3440,29-12-2011,
PR-00002828,,Anakie Primary School,,Main Road,ANAKIE,VIC,3221,29-12-2011,
PR-00002829,,Brunswick North West Primary School Council,,Culloden Street,BRUNSWICK WEST,VIC,3055,29-12-2011,
PR-00002830,,Kingston City Church Inc,,312-322 Kingston Road,CLARINDA,VIC,3169,29-12-2011,
PR-00002831,,Oxley Primary School - School Council,,1050 Wangaratta-Whitfield Road,OXLEY,VIC,3678,29-12-2011,
PR-00002832,,Yackandandah Primary School,,39 High Street,YACKANDANDAH,VIC,3749,29-12-2011,
PR-00002833,,Catholic Parishes Wodonga,,"St Monica's Primary School, 137 Brockley St",WODONGA,VIC,3690,29-12-2011,
PR-00002834,,Little River Primary School Outside School Hours Care Service,,21 Flinders St,LITTLE RIVER,VIC,3211,29-12-2011,
PR-00002837,,Melbourne Grammar School,,67 Balaclava Road,CAULFIELD,VIC,3162,29-12-2011,
PR-00002838,,Kiewa Valley Primary School,,81 Kiewa East Road,TANGAMBALANGA,VIC,3691,29-12-2011,
PR-00002839,,Mount Waverley North Primary School,,Marcus Avenue,MOUNT WAVERLEY,VIC,3149,29-12-2011,
PR-00002840,,Wonga Park Primary School,,Dudley Road,WONGA PARK,VIC,3115,29-12-2011,
PR-00002841,,Cockatoo Primary School Council,,Gembrook Road,COCKATOO,VIC,3781,29-12-2011,
PR-00002842,,Kew East Primary School,,35 Kitchener Street,KEW EAST,VIC,3102,29-12-2011,
PR-00002843,,Ruskin Park Primary School Council,,PO Box 249,CROYDON,VIC,3136,29-12-2011,
PR-00002844,,Bayswater West Primary School Combined OSHC,,54-58 Phyllis St,BAYSWATER,VIC,3153,29-12-2011,
PR-00002846,,Clarinda Primary School Council,,1166 Centre Road,CLARINDA,VIC,3169,29-12-2011,
PR-00002847,,Baxter Primary School,,120 Grant Road,BAXTER,VIC,3911,29-12-2011,
PR-00002848,,Whitfield District Primary School Council,,6182 Mansfield Road,WHITFIELD,VIC,3733,29-12-2011,
PR-00002849,,Rowellyn Park Primary School Council,,PO BOX 8134,CARRUM DOWNS,VIC,3201,29-12-2011,
PR-00002851,,Pembroke Primary School,,"Pembroke Primary School, 25 Pembroke Rd",MOOROOLBARK,VIC,3138,29-12-2011,
PR-00002854,,Chilwell Primary School,,313a Pakington Street,NEWTOWN,VIC,3220,29-12-2011,
PR-00002855,,Billanook Primary School,,P.O. Box 302,MONTROSE,VIC,3765,29-12-2011,
PR-00002858,,Lake Boga Primary School,,PO BOX 137,LAKE BOGA,VIC,3584,29-12-2011,
PR-00002859,,Springvale Rise Primary School Council OSHC,,20 Clive Street,SPRINGVALE,VIC,3171,29-12-2011,
PR-00002860,,Kallista Primary School,,72 Monbulk Rd,KALLISTA,VIC,3791,29-12-2011,
PR-00002862,,Lalor Primary School,,26 Maxwell Street,LALOR,VIC,3075,29-12-2011,
PR-00002863,,Essex Heights Primary School Council,,Essex Road,MOUNT WAVERLEY,VIC,3149,29-12-2011,
PR-00002865,,Lilydale West Primary School,,PO Box 314,LILYDALE,VIC,3140,29-12-2011,
PR-00002866,,Coldstream Primary School,,Kelso Street,COLDSTREAM,VIC,3700,29-12-2011,
PR-00002867,,Laburnum Primary School Council,,Janet Street,BLACKBURN,VIC,3130,29-12-2011,
PR-00002868,,Karoo Primary School,,Karoo Road,ROWVILLE,VIC,3178,29-12-2011,
PR-00002869,,Glen Waverley South Primary School Council,,"Glen Waverley South Primary, 24 Whites Lane",GLEN WAVERLEY,VIC,3150,29-12-2011,
PR-00002870,,Wheeler's Hill Primary School Council,,134 - 148 Whites Lane,GLEN WAVERLEY,VIC,3150,29-12-2011,
PR-00002871,,Woori Yallock Primary School Council,,Healesville Road,WOORI YALLOCK,VIC,3139,29-12-2011,
PR-00002872,,Chirnside Park Primary School - OSHC,, 66 Kimberley Drive,CHIRNSIDE PARK,VIC,3116,29-12-2011,
PR-00002874,,Don Valley Primary School Council,,Old Don Road,DON VALLEY,VIC,3139,29-12-2011,
PR-00002875,,Ilim College,,48-50 Box Forest Rd,GLENROY,VIC,3046,29-12-2011,
PR-00002876,,Porepunkah Primary School,,PO Box 229,POREPUNKAH,VIC,3740,29-12-2011,
PR-00002877,,Manchester Primary School,,Monomeith Street,MOOROOLBARK,VIC,3138,29-12-2011,
PR-00002878,,Tullamarine Primary School,,Broadmeadows Road,TULLAMARINE,VIC,3043,29-12-2011,
PR-00002879,,Anderson's Creek Primary School Council,,Drysdale Road,WARRANDYTE,VIC,3113,29-12-2011,
PR-00002880,,Preston West Primary School,,383 Murray Road,PRESTON,VIC,3072,29-12-2011,
PR-00002881,,St Patrick's Church,,"St Patricks Primary School, 40-52 Ovens St",WANGARATTA,VIC,3677,29-12-2011,
PR-00002882,,Fitzroy North Primary School OSHC,Fitzroy North Primary School OSHC,Fergie Street,FITZROY NORTH,VIC,3068,29-12-2011,
PR-00002883,,Wantirna South Primary School,,Tyner Road,WANTIRNA SOUTH,VIC,3152,29-12-2011,
PR-00002884,,Willmott Park Primary School Council,,P.O. Box 252,CRAIGIEBURN,VIC,3064,29-12-2011,
PR-00002885,,Montmorency Primary School,,P.O. Box 42,MONTMORENCY,VIC,3094,29-12-2011,
PR-00002886,,Yarrambat Primary School,,540 Yan Yean Road,YARRAMBAT,VIC,3091,29-12-2011,
PR-00002887,,Abbotsford Primary School Council,,Lithgow Street,ABBOTSFORD,VIC,3067,29-12-2011,
PR-00002888,,Specimen Hill Primary School Council,,12-26 Inglewood St,GOLDEN SQUARE,VIC,3555,29-12-2011,
PR-00002889,,Rolling Hills Primary School,,52 Landscape Drive,MOOROOLBARK,VIC,3138,29-12-2011,
PR-00002890,,Princes Hill Primary School,,Pigdon Street,CARLTON NORTH,VIC,3054,29-12-2011,
PR-00002891,,Wodonga Primary School,,Brockley Street,WODONGA,VIC,3690,29-12-2011,
PR-00002892,,The Grove Childrens Centre Pty Ltd ATF The Grove Children's Centre Unit Trust,,PO Box 268,NIDDRIE,VIC,3042,29-12-2011,
PR-00002893,,St Patrick's Primary School,,PO Box 547,LILYDALE,VIC,3140,29-12-2011,
PR-00002894,,St Luke's Parish,,1 Ipswich Ct,WANTIRNA,VIC,3152,29-12-2011,
PR-00002895,,Tyabb Primary School,,Mornington - Tyabb Road,TYABB,VIC,3913,29-12-2011,
PR-00002896,,Gladesville Primary School Council,,48 Gladesville Drive,KILSYTH,VIC,3137,29-12-2011,
PR-00002897,,Menzies Creek Primary School Council,,12 School Road,MENZIES CREEK,VIC,3159,29-12-2011,
PR-00002898,,Banyan Fields Primary School,,90 Cadles Road,CARRUM DOWNS,VIC,3201,29-12-2011,
PR-00002899,,Cana Catholic Primary School,,46 Banchory Avenue,HILLSIDE,VIC,3037,29-12-2011,
PR-00002900,,Carrington Primary School Council,,Laura Road,KNOXFIELD,VIC,3180,29-12-2011,
PR-00002902,,Kingsbury Primary School,,Maryborough Ave,KINGSBURY,VIC,3083,29-12-2011,
PR-00002903,,Marong Primary School,,PO Box 303,MARONG,VIC,3515,29-12-2011,
PR-00002904,,The Patch Primary School Council,,53 Kallista-Emerald Road,THE PATCH,VIC,3792,29-12-2011,
PR-00002906,,Berwick Primary School O.S.H.C,,37 Fairholme Blvd,BERWICK,VIC,3806,29-12-2011,
PR-00002908,,Beaumaris North Primary School Council,,Wood Street,BEAUMARIS,VIC,3193,29-12-2011,
PR-00002909,,Benton Junior College - Benton Childcare Club,,"Benton Junior College, 261 Racecourse Rd",MORNINGTON,VIC,3931,29-12-2011,
PR-00002910,,Geelong East Primary School Council,,184 Boundary Road,EAST GEELONG,VIC,3219,29-12-2011,
PR-00002912,,Moyhu Primary School Council,,2799 Wangaratta - Whitfield Road,MOYHU,VIC,3732,29-12-2011,
PR-00002913,,Murrumbeena Primary School OSHC,,10 Hobart Road,MURRUMBEENA,VIC,3163,29-12-2011,
PR-00002914,,Westgate Sports & Leisure Inc,,Po BOX 421,ALTONA NORTH,VIC,3025,29-12-2011,
PR-00002915,,Thomastown East Primary School Council,,82 Cedar Street,THOMASTOWN,VIC,3074,29-12-2011,
PR-00002916,,Wembley Primary School,,32 St Leonards Ave,YARRAVILLE,VIC,3013,29-12-2011,
